PLEKHJ1,Plekhj1
ITGB1BP2,Itgb1bp2
PPP2R5D,Ppp2r5d
ZNF575,Zfp575
RPS6,Rps6
DMBX1,Dmbx1
MAP9,Map9
QPCT,Qpct
CLCN4,Clcn4
DPY19L4,Dpy19l4
SFTPA1,Sftpa1
MAGEB4,
MRC1,Mrc1
HMOX1,Hmox1
FADS2,Fads2
LRRC61,Lrrc61
PXN,Pxn
GPR161,Gpr161
CARS2,Cars2
ANKRD18A,
SIGLEC9,Siglece
HPS1,Hps1
LCAT,Lcat
C3H1orf122,
ABCD2,Abcd2
EMG1,Emg1
TMEM243,Tmem243
ZNF433,Zfp433
FAM69A,Fam69a
C17H17orf51,
MRPL47,Mrpl47
PLA2G4A,Pla2g4a
HTR3E,
PDE5A,Pde5a
GUCA2B,Guca2b
GPC5,Gpc5
COL6A2,Col6a2
AP1B1,Ap1b1
JAK1,Jak1
NKX3-1,Nkx3-1
MFRP,Mfrp
WBP4,Wbp4
HTATIP2,Htatip2
PRKAA2,Prkaa2
CYTH2,Cyth2
SZRD1,Szrd1
PIGG,Pigg
SEMA6C,Sema6c
SPOCK3,Spock3
ITK,Itk
INHBE,Inhbe
LRRIQ1,Lrriq1
FAM76A,Fam76a
TATDN3,Tatdn3
CROCC2,Crocc2
ANAPC16,Anapc16
NPB,Npb
VAT1,Vat1
TMC2,Tmc2
WTAP,Wtap
ZFYVE28,Zfyve28
KCNK1,Kcnk1
LMBR1L,Lmbr1l
C28H1orf198,2310022B05Rik
VEGFB,Vegfb
TMEM86B,Tmem86b
HORMAD1,Hormad1
GPR137B,Gpr137b
SFXN2,Sfxn2
TRIM41,Trim41
SLC25A29,Slc25a29
SMYD5,Smyd5
OR2A5,Olfr448
RECQL5,Recql5
CCDC92,Ccdc92
DMTF1,Dmtf1
MCHR1,Mchr1
GTF3C1,Gtf3c1
KLHL20,Klhl20
RBX1,Rbx1-ps
KCTD19,Kctd19
ALPP,Alpi
C5orf66,
SULT6B1,Sult6b1
WDR44,Wdr44
SNRNP48,Snrnp48
REG3A,Reg3b
PIFO,Pifo
TJP3,Tjp3
RABL3,Rabl3
ADAMTS19,Adamts19
FYCO1,Fyco1
CYP7B1,Cyp7b1
LARP6,Larp6
IL2RA,Il2ra
ATXN7L3,Atxn7l3
PSTPIP1,Pstpip1
CPA4,Cpa4
FXR1,Fxr1
CITED4,Cited4
WFDC10A,
LRP2BP,Lrp2bp
FREM3,Frem3
DDX31,Ddx31
AMZ2,
KCNH5,Kcnh5
DTWD2,Dtwd2
UBE2R2,Ube2r2
TPH2,Tph2
ITLN2,
TMEM67,Tmem67
PTGDR2,Ptgdr2
CTBP1,Ctbp1
AP2B1,
AICDA,Aicda
ATXN3L,
ZNRF4,Znrf4
SEMA4C,Sema4c
MS4A15,Ms4a15
HSPB3,Hspb3
TFAP2C,Tfap2c
CRELD2,Creld2
C17H5orf52,4921536K21Rik
LONRF3,Lonrf3
GTPBP6,Gtpbp6
CDKAL1,Cdkal1
LRP2,Lrp2
ZSCAN22,Zscan22
LGSN,Lgsn
CADM3,Cadm3
OR52M1,Olfr554
DENND2A,Dennd2a
NCKAP1L,Nckap1l
MORF4L2,Morf4l2
DPF1,Dpf1
MST1,Mst1
TMEM136,Tmem136
ITIH5,Itih5
RNF114,Rnf114
UXS1,Uxs1
ZNF671,
STRADA,Strada
KIAA0930,5031439G07Rik
NIFK,Nifk
MIOS,Mios
PRPF19,Prpf19
EXOC7,Exoc7
CCDC103,Ccdc103
ADAM17,Adam17
OLR1,Olr1
MND1,Mnd1
ZNHIT3,Znhit3
NOB1,Nob1
RIC8A,Ric8a
KCTD15,Kctd15
SERPINB5,Serpinb5
PPIAL4G,
IL11,Il11
TTC39C,Ttc39c
KCNA2,Kcna2
WBP11,Wbp11
ZSCAN5B,Zscan5b
SLC2A3,Slc2a3
ZNF283,
NPS,Nps
KLHL15,Klhl15
ADRA2A,Adra2a
TANGO2,Tango2
RCC1,Rcc1
MZT2A,Mzt2
PPP2CA,Ppp2ca
BRS3,Brs3
TMEM19,Tmem19
RWDD2A,Rwdd2a
CHAT,Chat
PRAP1,Prap1
DNM3,Dnm3
GDPGP1,Gdpgp1
QTRT2,Qtrt2
CBWD6,
PDYN,Pdyn
FAM198A,Fam198a
RXFP4,Rxfp4
TMEM236,Tmem236
ARF4,Arf4
SEMA3B,Sema3b
SH3BP2,Sh3bp2
MLEC,Mlec
GLRX3,Glrx3
ZNF45,
DCAF15,Dcaf15
AKAP5,Akap5
APLN,Apln
TEX101,Tex101
WASF2,Wasf2
TGFBI,Tgfbi
ERV3-1,
RRP9,Rrp9
PUS7L,Pus7l
FAM236B,
SDCCAG8,Sdccag8
FNDC9,Fndc9
STK32C,Stk32c
WDR12,Wdr12
AK2,Ak2
HAT1,Hat1
TNN,Tnn
RAB24,Rab24
ABHD16B,Abhd16b
TET1,Tet1
SMNDC1,Smndc1
RPP30,Rpp30
ST3GAL1,St3gal1
KLHL10,Klhl10
DRAP1,Drap1
GCNT7,Gcnt7
DHX30,Dhx30
ACP1,Acp1
CDY2B,
CHI3L2,
ARMCX4,Armcx4
C2orf83,
SHISAL2B,Fam159b
MARCH5,March5
PCDHB14,Pcdhb20
AGA,Aga
MRPS7,Mrps7
ETFRF1,Etfrf1
SMURF2,Smurf2
FANK1,Fank1
HIST2H3C,H3f3c
CD37,Cd37
SLC30A6,Slc30a6
MTR,Mtr
WNT6,Wnt6
DNAH6,Dnah6
SRSF2,Srsf2
STAC3,Stac3
HRAS,Hras
MKL2,Mkl2
CNOT11,Cnot11
C11orf44,
TRIM16,Trim16
ACVR1C,Acvr1c
SYTL3,Sytl3
FAM19A1,Fam19a1
CDH4,Cdh4
KRT14,Krt14
REXO2,Rexo2
C25H16orf91,BC003965
GSS,Gss
ALAS1,Alas1
AGTPBP1,Agtpbp1
ITGA11,Itga11
ECM1,Ecm1
NRBP2,
NXT2,Nxt2
NDUFA9,Ndufa9
GRK1,Grk1
LRRC19,Lrrc19
TMEM62,Tmem62
GFM1,Gfm1
UBE2C,Ube2c
ZSWIM3,Zswim3
PKNOX2,Pknox2
STBD1,Stbd1
HTR3C,
OR8H3,
C15H9orf129,
TTLL5,Ttll5
MMP24,Mmp24
DNMT3L,Dnmt3l
WFIKKN1,Wfikkn1
H6PD,H6pd
FAM160A2,Fam160a2
CRLS1,Crls1
CCSER1,Ccser1
CORO2B,Coro2b
CHAMP1,Champ1
GSX1,Gsx1
NAPG,Napg
RBM12,Rbm12
LIMK1,Limk1
GDF6,Gdf6
PER3,Per3
NSA2,Nsa2
TMEM156,Tmem156
MYL6B,Myl6b
KLK1,
KLKB1,Klkb1
HOMER2,Homer2
SNRPD1,Snrpd1
ZNF695,
TEDDM1,Teddm1b
ZXDC,Zxdc
NSUN5,Nsun5
FKBP6,Fkbp6
SLC5A2,Slc5a2
TAAR9,Taar9
MAF1,Maf1
SRRM3,
REEP6,Reep6
SLC39A4,Slc39a4
KIAA1551,2810474O19Rik
C22H3orf14,Gm30274
GABRD,Gabrd
CCDC84,Ccdc84
ADAT1,Adat1
ESF1,Esf1
KLF10,Klf10
IFITM2,Ifitm2
CCL16,
ADAM23,Adam23
HPCAL4,Hpcal4
ADAMTS16,Adamts16
LYG2,Lyg2
NUAK2,Nuak2
AFAP1L1,Afap1l1
CALU,Calu
CZH5ORF42,2410089E03Rik
HP1BP3,Hp1bp3
IDS,Ids
TRIM65,Trim65
NEMP1,Nemp1
ZNF311,
POLR3D,Polr3d
KLHL33,Klhl33
UPB1,Upb1
GDNF-AS1,
HDAC8,Hdac8
GPR20,Gpr20
CCDC190,Ccdc190
MCM8,Mcm8
ZMIZ1,Zmiz1
GNPTAB,Gnptab
ZPBP,Zpbp
MSANTD4,Msantd4
EMC6,Emc6
PAK4,Pak4
CCDC117,Ccdc117
LRRN3,Lrrn3
SYTL1,Sytl1
CSRP3,Csrp3
POU5F1,Pou5f1
GPR162,Gpr162
SFTPD,Sftpd
APPL2,Appl2
CSNK2A1,Csnk2a1
SEMA4D,Sema4d
PUF60,Puf60
DEPDC7,Depdc7
TWNK,Twnk
C3H1ORF131,2810004N23Rik
CALHM1,Calhm1
ARHGAP33,Arhgap33
C14H16ORF52,BC030336
HEPH,Heph
MECP2,Mecp2
CDRT4,Cdrt4
SNAPC4,Snapc4
TIGD7,
PLCB1,Plcb1
KNTC1,Kntc1
TAAR8,Taar8c
MSGN1,Msgn1
SERTAD4,Sertad4
GLYR1,Glyr1
LMO3,
SCGB1D1,
ADRA2B,Adra2b
RNASE1,Rnase1
PELI2,Peli2
CCDC170,Ccdc170
FAM196B,Fam196b
ACACB,Acacb
CSH2,
PHYHD1,Phyhd1
CCDC102A,Ccdc102a
ZNF276,Zfp276
CLCN5,Clcn5
SAMD14,Samd14
FAM83H,Fam83h
TEX33,Tex33
ZSWIM7,Zswim7
SNRPC,
CENPBD1,
GTF2F2,Gtf2f2
PARP2,Parp2
THAP10,
PSD4,Psd4
RSPO2,Rspo2
SRSF9,Srsf9
SAMM50,Samm50
HNRNPA1,
PRADC1,Pradc1
GPAM,Gpam
TRIO,Trio
PSMA4,Psma4
EYS,
MS4A12,Ms4a12
C3H1orf87,Gm12695
DTYMK,Dtymk
MSL1,Msl1
SEH1L,Seh1l
FAM91A1,Fam91a1
HIPK1,Hipk1
C10H15ORF59,6030419C18Rik
RP1,Rp1
DNASE2,Dnase2a
LPO,Lpo
PLAC8,Plac8
C1H1orf61,
RASGRF2,Rasgrf2
LRRC24,Lrrc24
MLX,Mlx
CXCL8,
FCER1G,Fcer1g
OR7G2,Olfr853
TACC3,Tacc3
STK3,Stk3
TPD52L3,Trpd52l3
OGFOD1,Ogfod1
OVGP1,Ovgp1
C16H1orf100,1700016C15Rik
ARHGEF39,Arhgef39
ISLR2,Islr2
DHRS12,
SKA3,Ska3
LEFTY2,Lefty2
CLPTM1L,Clptm1l
CBX5,Cbx5
JKAMP,Jkamp
C19H19orf73,
IQCH,Iqch
AGTRAP,Agtrap
CDS2,Cds2
FCHO1,Fcho1
HNRNPH2,Hnrnph2
CCNA2,Ccna2
SNX29,Snx29
FJX1,Fjx1
FNBP1,Fnbp1
MOSPD2,Mospd2
EVA1C,Eva1c
CCNL2,Ccnl2
SLC46A3,Slc46a3
SPATA5L1,Spata5l1
UBN1,Ubn1
MTMR11,Mtmr11
ARAP2,Arap2
RNF41,Rnf41
PIK3CB,Pik3cb
POPDC2,Popdc2
FRMD8,Frmd8
CHD1,Chd1
ZNF444,Zfp444
BRF2,Brf2
SERPINB10,Serpinb10
SLC15A5,Slc15a5
SPATA45,Spata45
SLC16A5,Slc16a5
MRAP,Mrap
TBX2,Tbx2
GPR6,Gpr6
DDX50,Ddx50
LOC101927420,
FGD1,Fgd1
SLFN12,
MFSD5,Mfsd5
MYDGF,Mydgf
C22H3orf20,4930590J08Rik
TAPT1,Tapt1
OLFML2A,Olfml2a
PFN3,Pfn3
PLCG2,Plcg2
RIMKLA,Rimkla
LMNB2,Lmnb2
CABP1,
CTPS1,Ctps
NDUFA7,Ndufa7
GATAD2A,Gatad2a
PRAMEF10,
PODXL2,Podxl2
HOXC12,Hoxc12
ZNF705D,
KLHL24,Klhl24
ATAD1,Atad1
FBXW10,Fbxw10
KIF3A,Kif3a
GGACT,Ggact
CLTC,Cltc
NPTN,
ST8SIA2,St8sia2
ACBD5,Acbd5
SNF8,Snf8
FLJ44635,
TEAD4,Tead4
IQSEC3,Iqsec3
GTF2IRD2B,
LPAR2,Lpar2
CHADL,Chadl
SMARCA4,Smarca4
IMPACT,Impact
COLGALT2,Colgalt2
LYPD3,Lypd3
PIAS2,Pias2
NAA16,Naa16
NRF1,Nrf1
CLEC4A,Clec4a2
UBE2D1,Ube2d1
TAS2R16,Tas2r118
MLLT3,Mllt3
C30H15orf54,
COL7A1,Col7a1
GINS4,Gins4
C15orf38-AP3S2,Arpin
KCNG3,Kcng3
B3GALT6,B3galt6
RAB3GAP2,Rab3gap2
CLK3,Clk3
ST3GAL2,St3gal2
PIK3R6,Pik3r6
MSS51,Mss51
CDCP2,Cdcp2
ARG1,Arg1
LPAR6,Lpar6
TLR2,Tlr2
SLAMF7,Slamf7
TMEM132A,Tmem132a
C3H1orf210,2610528J11Rik
C2AH2orf81,
ANAPC7,Anapc7
ZFY,
CNPPD1,Cnppd1
ANKRD52,Ankrd52
MTFMT,Mtfmt
CC2D2A,Cc2d2a
RNASEH2B,Rnaseh2b
PLRG1,Plrg1
SNTN,Sntn
KLHL12,Klhl12
SULT2A1,Sult2a6
HOMEZ,Homez
LHFPL6,Lhfp
FGFR3,Fgfr3
IFI44,Ifi44
SLC39A13,Slc39a13
CD1A,
MOCS3,Mocs3
ADK,Adk
NPHP4,Nphp4
MYBPC3,Mybpc3
ZNF221,
CHP2,Chp2
KCP,Kcp
HLA-C,
APC,Apc
OR10H2,
ADGRA1,Adgra1
C14orf39,4930447C04Rik
PPP1R9A,Ppp1r9a
RNF135,Rnf135
HIGD2A,Higd2a
C5H15ORF62,Gm14137
DGCR8,Dgcr8
DPH5,Dph5
DDX59,Ddx59
NPM1,Npm1
SIK1B,
ASF1A,Asf1a
ARMC10,Armc10
MAGEA9B,
ZNF263,Zfp263
TMEM209,Tmem209
ZNF679,
ZSCAN25,Zscan25
FLCN,Flcn
PGAP2,
BAG3,Bag3
CUL2,Cul2
CMIP,Cmip
FOS,Fos
RGP1,Rgp1
ARHGAP21,Arhgap21
CPXM2,Cpxm2
ARHGEF10L,Arhgef10l
ADH1C,Adh1
SCGB1D4,
GPA33,Gpa33
PCNX2,Pcnx2
RNASE9,Rnase9
F2RL3,F2rl3
PIK3C2B,Pik3c2b
KCNJ14,Kcnj14
MSH4,Msh4
SLC6A5,Slc6a5
GCM2,Gcm2
LDHD,Ldhd
RAPGEF1,Rapgef1
PPP1R16A,Ppp1r16a
CFB,Cfb
CYSRT1,Cysrt1
MRPL19,Mrpl19
PDGFRL,Pdgfrl
ANTXR1,Antxr1
TOP1MT,Top1mt
ODF2,Odf2
LYPD4,Lypd4
UIMC1,Uimc1
ARC,Arc
HMGCS2,Hmgcs2
SCGB2A1,
BMP5,Bmp5
ARID3C,Arid3c
KMT5A,Kmt5a
RPL39L,
EEF2K,Eef2k
MTRF1L,Mtrf1l
LILRB2,
WDR59,Wdr59
GLMP,Glmp
ERVMER34-1,
C8orf87,
SRRM4,Srrm4
GUCA2A,Guca2a
UBASH3B,Ubash3b
TAF9,Taf9
LRRC58,Lrrc58
PCNX3,Pcnx3
GPRIN1,Gprin1
ITGA10,Itga10
RERG,Rerg
KRT77,Krt77
ADRA1A,Adra1a
LRRC18,Lrrc18
HUS1B,Hus1b
LDLR,Ldlr
TMEM63A,Tmem63a
DDB2,Ddb2
ZBTB2,Zbtb2
METAP1,Metap1
GPD1,Gpd1
ZNF846,Zfp846
MED19,Med19
IL22,Iltifb
FCGR2A,Fcgr3
CASP2,Casp2
AES,Aes
ZNF571,
RBMXL3,
GRASP,Grasp
EID2B,Eid2b
ETV5,Etv5
IRAK3,Irak3
INO80E,Ino80e
DNPH1,Dnph1
SMIM5,Smim5
COQ5,Coq5
AP3S1,Ap3s1
RNF212B,Rnf212b
FRMD5,Frmd5
TMEM26,Tmem26
MYH14,Myh14
PCDHAC2,Pcdhac2
SYNE4,Syne4
GNGT1,Gngt1
TRIM49B,
HSPA12A,Hspa12a
SERPINB3,Serpinb3d
RTL3,Rtl3
PMP22,Pmp22
C15H15orf53,
TMED7,Tmed7
HSFX4,
SLC17A9,Slc17a9
GPR150,Gpr150
ADGRF1,Adgrf1
EBF1,Ebf1
TRPC7,Trpc7
SMAD3,Smad3
MRM2,Mrm2
SUDS3,Suds3
ACSL1,Acsl1
RTL1,Rtl1
NIM1K,Nim1k
APLP2,Aplp2
PCDHGA7,Pcdhga7
PIK3R2,Pik3r2
CDC42SE1,Cdc42se1
GPR68,Gpr68
FGFR2,Fgfr2
PDLIM4,Pdlim4
CDC42EP2,Cdc42ep2
BTBD2,Btbd2
TEX9,Tex9
DHX58,Dhx58
RFC5,Rfc5
CFAP53,Cfap53
HIP1,Hip1
MYORG,AI464131
OR2B11,Olfr222
HIGD1C,Higd1c
C24H18orf54,
ALDH1A2,Aldh1a2
GLYATL1,
ASB16,Asb16
CCNA1,Ccna1
ADAD2,Adad2
FAM222A,Fam222a
RNF165,Rnf165
NR4A2,Nr4a2
PDK4,Pdk4
DNALI1,Dnali1
BNIP3,Bnip3
FAM129B,Fam129b
ZNF286A,Zfp286
TCTEX1D4,Tctex1d4
RAB44,Rab44
CTNND2,Ctnnd2
ELF2,Elf2
ND3,mt-Nd3
PEG10,Peg10
RIMS2,Rims2
ADCY5,Adcy5
AMN1,Amn1
TRIM21,Trim21
ZC3H18,Zc3h18
MPHOSPH8,Mphosph8
LY9,Ly9
EMC7,Emc7
RPIA,Rpia
LYPD8,Lypd8
SBK2,Sbk2
DHX33,Dhx33
SRSF10,Srsf10
MTHFR,Mthfr
GLB1L,Glb1l
GPR158,Gpr158
PPP1R14D,Ppp1r14d
METTL11B,Mettl11b
OR2M7,
TEX14,Tex14
HHATL,Hhatl
SLC17A4,Slc17a4
SNTB2,Sntb2
SPTLC2,Sptlc2
CMC1,Cmc1
FAM83D,Fam83d
ABCA8,Abca8b
CREBZF,Crebzf
FBXW2,Fbxw2
CCDC151,Ccdc151
CKB,Ckb
PAPOLB,Papolb
CNTNAP3B,
RBM25,
TRAPPC3,Trappc3
TMEM267,Tmem267
LMF2,Lmf2
MS4A8,Ms4a8a
INSM2,Insm2
ANKRD33,Ankrd33
AP3S2,Ap3s2
TERT,Tert
HK2,Hk2
HBQ1,Hbq1b
TGM7,Tgm7
ABI2,Abi2
RUNX2,Runx2
TCF24,Tcf24
DEFB103B,
STMND1,Stmnd1
ABCB8,Abcb8
SLC12A5,Slc12a5
SGCZ,Sgcz
RNF220,Rnf220
RPA2,Rpa2
SHISA5,Shisa5
BGLAP,Bglap3
ZNF780A,Zfp607b
PINK1,Pink1
ZNF878,Zfp617
CFAP45,Cfap45
ODF3L2,Odf3l2
PPM1J,Ppm1j
NXT1,Nxt1
ZMYM3,Zmym3
ADAMTS15,Adamts15
XYLT1,Xylt1
HIST1H4H,Hist1h4k
CAPN6,Capn6
PPP1R8,Ppp1r8
ZCCHC11,Zcchc11
THBS1,Thbs1
IER5L,Ier5l
RCVRN,Rcvrn
UGT2B7,Ugt2b36
MFAP3L,Mfap3l
RAB3D,Rab3d
SIRPB1,Sirpb1c
GIF,Gif
CPS1,Cps1
BPIFA2,Bpifa2
PDILT,Pdilt
VANGL2,Vangl2
C6H10ORF90,D7Ertd443e
GPX3,Gpx3
FOXO3,Foxo3
SPATA7,Spata7
VPS41,Vps41
SLCO2A1,Slco2a1
ETAA1,Etaa1
MRGPRE,Mrgpre
CLEC3A,Clec3a
CITED1,Cited1
FAM168A,Fam168a
SLC16A2,Slc16a2
GAB3,Gab3
L3HYPDH,L3hypdh
CASC10,
CSKMT,
KIAA1024,AF529169
ANGPTL2,Angptl2
F11R,F11r
SAV1,Sav1
CACHD1,Cachd1
AMER1,Amer1
TMEM56,Tmem56
LGMN,Lgmn
SERGEF,Sergef
NOL9,Nol9
PUS1,Pus1
NME9,Nme9
OR13C4,
ZNF527,
ZNF148,Zfp148
GINS1,Gins1
TIGD2,Tigd2
ACOXL,Acoxl
TP53AIP1,
GUCY2C,Gucy2c
HERC5,
FBXO24,Fbxo24
SACS,
TK2,Tk2
MAN1A2,Man1a2
C15H11orf34,Plet1
TMEM248,Tmem248
CCBE1,Ccbe1
CLDN20,Cldn20
LOC101927789,
PRPF31,Prpf31
STK38L,Stk38l
ALB,Alb
RNF168,Rnf168
ZNF541,Zfp541
ZNF415,
LOC100506422,
ZDHHC17,Zdhhc17
GPBP1L1,Gpbp1l1
TTC38,Ttc38
SUCLA2,Sucla2
MAOB,Maob
TMEM255A,Tmem255a
AGFG1,Agfg1
WDR5,Wdr5
HIP1R,Hip1r
SKIV2L2,Skiv2l2
ATP9B,Atp9b
VN1R2,Vmn1r224
DPEP3,Dpep3
SAPCD2,Sapcd2
RABAC1,Rabac1
DYNC2H1,Dync2h1
PPM1B,Ppm1b
CCL28,Ccl28
IRAK4,Irak4
ARMCX5,Armcx5
PNLIPRP3,
ZBTB37,Zbtb37
LRP12,Lrp12
TOLLIP,Tollip
BTBD11,Btbd11
FBXW4,Fbxw4
MILR1,
ZSWIM9,Zswim9
PDZD4,Pdzd4
MAS1L,
UNC93B1,Unc93b1
BICC1,Bicc1
MCL1,Mcl1
LRRC74A,Lrrc74a
PPTC7,Pptc7
CSNK2A3,
COMMD2,Commd2
PTPRT,Ptprt
DNAJB6,Dnajb6
PLEKHA1,Plekha1
RAB20,Rab20
SEPT14,Sept14
P3H4,P3h4
ITPA,Itpa
NEFL,Nefl
B3GLCT,B3glct
NUDT22,Nudt22
SETDB2,Setdb2
PTK6,Ptk6
LY86,Ly86
OR6C74,Olfr821
GOLGA3,Golga3
SLC25A33,Slc25a33
SLC30A8,Slc30a8
MEOX2,Meox2
GTF2E2,Gtf2e2
SETD6,Setd6
KRTAP29-1,
RAB19,Rab19
ATP6V0A4,Atp6v0a4
NARF,Narf
TTLL8,Ttll8
ADGRB2,Adgrb2
FCGR3B,Fcgr4
UBE2N,Ube2n
SPAG7,Spag7
NRM,Nrm
SLC13A1,Slc13a1
OFD1,Ofd1
ZBTB32,Zbtb32
FGGY,Fggy
P2RY8,
CTCFL,Ctcfl
PCDHA10,Pcdha9
AGT,Agt
PMS2,Pms2
XAGE3,
SAP130,Sap130
SCD5,
GJB1,Gjb1
HSPA1B,Hspa1a
CMTM7,Cmtm7
MPP5,Mpp5
C14H14orf183,
DHRS13,Dhrs13
RUBCNL,Rubcnl
NDUFB3,Ndufb3
SMCO3,Smco3
SYT11,Syt11
TBC1D22B,Tbc1d22b
DHH,Dhh
DDIAS,Ddias
TMEM155,
GP5,Gp5
TESK2,Tesk2
OR1N2,Olfr354
OR5T1,
FMOD,Fmod
BRD4,
TAF15,Taf15
LIPF,Lipf
C9H6orf58,2310057J18Rik
KIF2B,Kif2b
KRTAP10-3,
LARP4B,Larp4b
SLC10A4,Slc10a4
TUBD1,Tubd1
TBCEL,Tbcel
TRIM50,Trim50
ABCA9,Abca9
VGLL3,Vgll3
UBE2W,Ube2w
CXHXorf58,
IGHMBP2,Ighmbp2
STK11,Stk11
HES1,Hes1
OR2K2,Olfr267
IDI1,Idi1
BEX3,Bex3
IGFL1,
CPN2,Cpn2
TMEM106B,Tmem106b
NETO2,Neto2
SIGLEC10,Siglecg
RNF141,Rnf141
HNF1B,Hnf1b
CUX2,Cux2
SLC32A1,Slc32a1
FMO4,Fmo4
DIRAS2,Diras2
FAM78B,Fam78b
ASPSCR1,Aspscr1
ZNF350,
C3H1orf185,4930522H14Rik
AXDND1,Axdnd1
ABCG8,Abcg8
LDB1,Ldb1
ABCC5,Abcc5
ACSS1,Acss1
ASCC1,Ascc1
WASL,
UGT2B4,
RAB14,Rab14
AUTS2,Auts2
TCOF1,Tcof1
RUFY1,Rufy1
SYMPK,Sympk
TMEM131L,Tmem131l
RAB43,Rab43
BICRA,Bicra
PCDHA2,Pcdha2
ADAM18,Adam18
DEDD,Dedd
GPAT3,Gpat3
TFAP4,Tfap4
UBTD1,Ubtd1
HSPA14,Hspa14
GALC,Galc
RGPD8,Ranbp2
OR8A1,Olfr160
NCKAP5,Nckap5
RFX5,
SCRIB,Scrib
GLIS3,Glis3
CBR1,Cbr1
EXOSC6,Exosc6
HIST1H4I,Hist1h4h
CEP70,Cep70
STON2,Ston2
TSPAN5,Tspan5
MCM2,Mcm2
SECISBP2,Secisbp2
SPINT2,Spint2
OVOL3,Ovol3
C7H1orf95,Stum
SLC35F5,Slc35f5
CDC26,Cdc26
ATP6V1C2,Atp6v1c2
TMEM175,Tmem175
AS3MT,As3mt
LCN12,Lcn12
MPI,Mpi
MYPOP,Mypop
RAB9A,Rab9
CERS2,Cers2
HIST1H2BF,Hist1h2be
THAP6,
LSM4,Lsm4
LOXL3,Loxl3
CSNK1A1L,
STRN4,Strn4
G3BP2,G3bp2
ZNF696,
TCP10L2,
CRCP,Crcp
SYN3,Syn3
ZBTB34,Zbtb34
TMEM221,Tmem221
PLEKHG5,Plekhg5
SLC35E1,Slc35e1
MAPT,Mapt
BCL10,Bcl10
LOC390877,
MMP28,Mmp28
CACNA1S,Cacna1s
CEACAM20,Ceacam20
TNRC6B,Tnrc6b
TM4SF20,Tm4sf20
TMEM50B,Tmem50b
RBM3,Rbm3-ps
TYK2,Tyk2
B4GALT2,B4galt2
CLCA4,Clca4b
STARD9,Stard9
COLEC10,Colec10
CELF1,
MAPRE1,Mapre1
SLFNL1,Slfnl1
APEH,Apeh
CRIP1,Crip1
GABRR3,Gabrr3
SNRPB,Snrpb
LOC102723451,4930563D23Rik
EPS15,Eps15
FICD,Ficd
EBP,Ebp
CACNA2D4,Cacna2d4
DMAC2,Dmac2
FAM102A,Fam102a
MDFI,Mdfi
CLDND1,Cldnd1
FIG4,Fig4
SLC25A41,Slc25a41
DGKG,Dgkg
GGTLC1,
TMEM52,Tmem52
CMPK2,Cmpk2
NPL,Npl
RAET1G,
RTFDC1,Rtfdc1
SOWAHA,Sowaha
PTDSS1,Ptdss1
NLRP9,Nlrp9b
FAM71D,Fam71d
AK7,Ak7
FAM32A,Fam32a
PHRF1,Phrf1
PADI1,Padi1
PDRG1,Pdrg1
PSMA3,Psma3
CROCC,Crocc
COMMD10,Commd10
C1H11ORF70,9230110C19Rik
BANP,Banp
ZBED1,
GPR84,Gpr84
ANO2,Ano2
LRCH4,Lrch4
OR5H15,Olfr183
TVP23C-CDRT4,
FUBP3,Fubp3
AKAP11,Akap11
MYH13,Myh13
RLF,Rlf
TMC6,Tmc6
PHKG1,Phkg1
CBX8,Cbx8
TMEM80,Tmem80
SPIN3,
LYPLA1,Lypla1
FAM234A,Fam234a
CDA,Cda
BTBD6,Btbd6
GYPE,
OTP,Otp
SERAC1,Serac1
KIR2DL3,
MAST3,Mast3
ARL8B,Arl8b
TMEM131,Tmem131
OR52D1,Olfr646
GZMK,Gzmk
PIGY,Pigyl
ADSSL1,Adssl1
PIWIL3,
FAAH2,
NRSN1,Nrsn1
ZNF584,
TRIM28,Trim28
DDX17,Ddx17
BST1,Bst1
ZFP82,Zfp82
AAMDC,Aamdc
TP53TG3D,
TSPAN17,Tspan17
ADD1,Add1
CRTAM,Crtam
AIG1,Aig1
TRMT10C,Trmt10c
SPATC1L,Spatc1l
BHLHE22,Bhlhe22
SLC25A32,Slc25a32
RTKN2,Rtkn2
KRTAP13-4,
ZNF160,
VWA5A,Vwa5a
NKD2,Nkd2
METTL21A,Mettl21a
WNT5A,Wnt5a
GOLIM4,Golim4
FBXO28,Fbxo28
SOX14,Sox14
YARS2,Yars2
NEU3,Neu3
MIA2,Mia2
ATP1A4,Atp1a4
STXBP2,Stxbp2
KCNU1,Kcnu1
LTB,Ltb
CIT,Cit
TMEM109,Tmem109
TWIST1,Twist1
GLP2R,Glp2r
NAA40,Naa40
CSE1L,Cse1l
SMARCA5,Smarca5
PPP4R2,Ppp4r2
BTNL8,
NR2E1,Nr2e1
BCDIN3D,Bcdin3d
MMP13,Mmp13
RHBDL2,Rhbdl2
MYH1,Myh1
BNIPL,Bnipl
FAM117A,Fam117a
SYT7,Syt7
GKN2,Gkn2
SNAI2,Snai2
PTP4A3,Ptp4a3
PLCD1,Plcd1
UNC5D,Unc5d
TRAPPC8,Trappc8
HEATR9,Heatr9
TANC1,Tanc1
PIGA,Piga
PPME1,Ppme1
ATF7IP2,Gm24392
KRTDAP,Krtdap
SMARCAL1,Smarcal1
DIAPH1,Diaph1
EPHB1,Ephb1
